,z0,da0,n0,f,E,T,Q,score
73,2.0,86.5,732.0,2.51,0.5468497936056961,430.25195217285705,0.0037292591165892356,0.3088072289235512
74,2.0,86.5,730.0,2.52,0.5461106117112046,430.06992069139335,0.0037564435623819955,0.3085019976750877
75,2.0,83.0,731.0,2.48,0.5449606572224888,429.83617255823185,0.00378852132562266,0.30775908713167444
76,2.0,88.5,732.0,2.57,0.5439954793212435,428.1443290599245,0.003813318353560027,0.30413669698251866
77,2.0,88.5,732.0,2.58,0.5430913186095591,427.58586872060783,0.003840522340911691,0.3028557828673313
78,2.0,83.0,731.0,2.52,0.541220236943494,427.52191081370876,0.0039011685536316496,0.3024276661349377
79,2.0,88.5,732.0,2.59,0.5421939429214053,427.0317208163438,0.0038678319748161744,0.30157945991087093
80,2.0,86.5,731.0,2.58,0.5405270573381049,426.47946976725166,0.003921820111339933,0.300204738916077
81,2.0,86.5,731.0,2.59,0.539637112390921,425.92955890118105,0.003949761181866486,0.2989230269651575
82,2.0,86.5,731.0,2.6,0.5387538189231502,425.3838781186956,0.003977810341640725,0.29764670865701087
83,2.0,83.0,731.0,2.56,0.5375934347702727,425.279969748702,0.004015618137288783,0.29717951336604237
84,2.0,80.5,731.0,2.53,0.536852616404934,425.27092480540136,0.0040415752771142816,0.2970329082117428
85,2.0,80.5,729.0,2.55,0.5352522007370873,424.54677973257463,0.004100577236390941,0.29538468521879674
86,2.0,83.0,730.0,2.58,0.5359171428867883,424.3766408783036,0.0040735188124854035,0.2950809657553773
87,2.0,76.5,731.0,2.5,0.5339508184779308,424.2155614765594,0.004143723804508731,0.2943771426003145
88,2.0,80.5,732.0,2.57,0.5331991516318444,422.8830301550307,0.004160043778024109,0.29131537471200103
89,2.0,78.0,731.0,2.55,0.5315955889696492,422.48120799552976,0.004221608757753144,0.2902643997487676
90,2.0,80.5,732.0,2.58,0.5323265749168816,422.3448307687533,0.004189951267224385,0.29002665355281576
91,2.0,76.5,728.0,2.56,0.5289127398034622,421.49253823583285,0.0043292515802703605,0.287910196341725
92,2.0,78.0,731.0,2.57,0.5298501021218404,421.4036639261642,0.004282981278284811,0.2876699461189612
93,2.0,78.0,732.0,2.59,0.5280378040945632,420.1569232138865,0.004344833271633132,0.2846416637945491
94,2.0,78.0,731.0,2.6,0.527280779886235,419.81843082411666,0.004375939070613538,0.28386499003285204
95,2.0,76.5,732.0,2.59,0.5259671584209145,419.1590903614056,0.0044236654187261295,0.28228160106904565
