,z0,da0,n0,f,E,T,Q,score
0,2.0,88.5,734.0,2.0,0.2479573265882406,368.7077929155313,0.0022563613600047653,0.5871594167508623
1,2.0,88.5,734.0,2.6,0.23657982775859304,353.81676378117794,0.00358941899718381,0.41284058324913775
2,2.0,88.5,734.0,2.03,0.24723665704398134,367.75418021234617,0.002314755080415977,0.38153517123330744
3,2.0,88.5,734.0,2.04,0.24700093680152777,367.4425420740503,0.0023344128506453937,0.3815344786564084
4,2.0,88.5,734.0,2.02,0.24747460693783996,368.0689038767637,0.002295193908566068,0.3814890025897412
5,2.0,88.5,734.0,2.01,0.24771481904949214,368.38675911993164,0.0022757293350956637,0.38147638812370405
6,2.0,88.5,734.0,2.05,0.2467674142714593,367.13394430783546,0.0023541672192543147,0.38147043049525764
7,2.0,88.5,734.0,2.06,0.24653605812702858,366.8283426364382,0.002374018186242742,0.3813373152986488
8,2.0,88.5,734.0,2.07,0.24630683763909988,366.5256936381945,0.0023939657516106744,0.3811326050481525
9,2.0,88.5,734.0,2.08,0.24607972266190808,366.2259547264724,0.0024140099153581135,0.38085505450030854
10,2.0,88.5,734.0,2.09,0.2458546836192241,365.92908412969507,0.002434150677485057,0.380504067168352
11,2.0,88.5,734.0,2.1,0.2456316914909129,365.6350408719346,0.0024543880379915076,0.38007944100984264
12,2.0,88.5,734.0,2.11,0.24541071779987164,365.3437847540581,0.002474721996877463,0.37958125185181363
13,2.0,88.5,734.0,2.12,0.24519173459933466,365.05527633540686,0.002495152554142925,0.3790097938864791
14,2.0,88.5,734.0,2.13,0.2449747144605341,364.76947691599185,0.0025156797097878915,0.3783655462168828
15,2.0,88.5,734.0,2.14,0.24475963046070412,364.48634851918814,0.002536303463812365,0.3776491521686161
16,2.0,88.5,734.0,2.15,0.24454645617141782,364.20585387491286,0.002557023816216343,0.3768614051817625
17,2.0,88.5,734.0,2.16,0.24433516564724578,363.9279564032698,0.002577840766999828,0.37600323820496884
18,2.0,88.5,734.0,2.17,0.24412573341472657,363.6526201986464,0.0025987543161628177,0.37507571497782827
19,2.0,88.5,734.0,2.18,0.24391813446163846,363.3798100142489,0.002619764463705314,0.37408002232130844
20,2.0,88.5,734.0,2.19,0.24371234422656327,363.10949124706053,0.0026408712096273154,0.37301746294314314
21,2.0,88.5,734.0,2.2,0.24350833858873294,362.84162992321035,0.0026620745539288225,0.3718894484788653
22,2.0,88.5,734.0,2.21,0.24330609385815016,362.5761926837388,0.0026833744966098354,0.37069749261184587
23,2.0,88.5,734.0,2.22,0.24310558676597388,362.3131467707489,0.0027047710376703546,0.3694432041885352
24,2.0,88.5,734.0,2.23,0.24290679445516203,362.0524600139294,0.002726264177110379,0.36812828028951294
25,2.0,88.5,734.0,2.24,0.24270969447136323,361.7941008174387,0.002747853914929909,0.366754499244659
26,2.0,88.5,734.0,2.25,0.2425142647540496,361.538038147139,0.0027695402511289445,0.3653237135982266
27,2.0,88.5,734.0,2.26,0.24232048362788366,361.2842415181693,0.002791323185707486,0.3638378430406476
28,2.0,88.5,734.0,2.27,0.24212832979431156,361.032680982847,0.0028132027186655332,0.36229886733077105
29,2.0,88.5,734.0,2.28,0.24193778232337645,360.78332711888714,0.0028351788500030864,0.3607088192363048
