,z0,da0,n0,f,E,T,Q,score
0,2.0,88.5,719.0,1.8,0.6445854584304413,493.49371326029876,0.002035867925606452,0.5957875503604236
1,2.0,78.0,732.0,2.6,0.5271881109594028,419.6333088726442,0.004375939070613538,0.40421244963957625
2,2.0,88.5,730.0,1.81,0.6412306352593393,489.2028281945586,0.0020549371283908207,0.38827115881095625
3,2.0,88.5,730.0,1.82,0.639442675476486,488.0756737620113,0.0020741119777280123,0.3874577749293129
4,2.0,86.5,731.0,1.82,0.6358087752520236,485.954444974578,0.002114567890047961,0.3860382914343282
5,2.0,88.5,732.0,1.83,0.6374054447307695,486.4073060994536,0.002093392473618026,0.3857951529480802
6,2.0,88.5,731.0,1.85,0.6340587757506376,484.4931793469159,0.002132270405056518,0.3845928840793088
7,2.0,88.5,731.0,1.86,0.6323459079809002,483.41558774864313,0.002151867840604997,0.38376408503821935
8,2.0,88.5,731.0,1.87,0.6306509098510608,482.349521194202,0.002171570922706299,0.3829248127300478
9,2.0,88.5,731.0,1.88,0.6289734997270944,481.2947957733189,0.0021913796513604216,0.3820745775540391
10,2.0,88.5,730.0,1.89,0.6274440507311929,480.51956441789775,0.0022112940265673663,0.3816564019319769
11,2.0,88.5,732.0,1.9,0.6255409673969664,478.9524628779661,0.002231314048327134,0.37989529762297136
12,2.0,88.5,732.0,1.91,0.623915300770344,477.93209166664815,0.002251439716639723,0.3790084586512099
13,2.0,86.5,729.0,1.92,0.6193387979835526,475.9629517239175,0.002316694783218774,0.3781714875410667
14,2.0,88.5,732.0,1.92,0.622306147222666,476.92234932211466,0.002271671031505134,0.37811009400105305
15,2.0,88.5,732.0,1.93,0.6207132533002347,475.9230706288199,0.002292007992923367,0.3772002060036615
16,2.0,88.5,731.0,1.95,0.6177016404975629,474.21461333262135,0.0023329988554182993,0.37580251766947914
17,2.0,88.5,729.0,1.97,0.6148769552151587,472.7996656643422,0.00237441230412452,0.3748318370645688
18,2.0,88.5,732.0,1.96,0.6160296717760809,472.9864148770964,0.0023536527564949985,0.37440184994784814
19,2.0,88.5,727.0,1.99,0.6121105084690593,471.4159502269498,0.0024162483390420277,0.3738370511424824
20,2.0,88.5,730.0,1.98,0.6132341024844561,471.589617011218,0.0023952774983068627,0.3734066728585847
21,2.0,88.5,730.0,2.0,0.6102457169189068,469.7143280558154,0.002437324826330015,0.3714486802710468
22,2.0,88.5,731.0,2.01,0.6086496639120733,468.53839030980185,0.0024585069601708236,0.3699835085615359
23,2.0,88.5,729.0,2.02,0.6074386732943722,468.1278991805668,0.0024797947405644553,0.36992017049481546
24,2.0,88.5,731.0,2.03,0.6057482633888971,466.720880474909,0.0025011881675109076,0.36795739563650065
25,2.0,88.5,729.0,2.04,0.6045628778662627,466.3233148721281,0.002522687241010183,0.36788054545181476
26,2.0,86.5,730.0,2.03,0.6026636991800042,465.31559222011276,0.002551518673814276,0.366745424188789
27,2.0,88.5,732.0,2.06,0.6013788312936089,463.81530549064644,0.0025660023276671993,0.3643645208928369
28,2.0,88.5,729.0,2.08,0.5989729818074715,462.8182568884298,0.0026097400005355036,0.36368112392575713
29,2.0,88.5,732.0,2.07,0.5999896403318951,462.94692991589073,0.0025878183408249403,0.3633050110685024
30,2.0,88.5,728.0,2.1,0.5963758492801157,461.3585853486972,0.0026539002596150953,0.3620116477091794
31,2.0,88.5,726.0,2.11,0.5952763743725963,461.0035691727204,0.002676138858984124,0.3619013698636405
32,2.0,88.5,732.0,2.09,0.5972501131018858,461.23510820871684,0.0026317673067988876,0.36115827884708135
33,2.0,88.5,725.0,2.13,0.5927508480270607,459.5834614427223,0.002720932997380648,0.3601948739236617
34,2.0,88.5,723.0,2.14,0.5916868419928059,459.2456724891968,0.0027434885364081433,0.36007784302905205
35,2.0,86.5,731.0,2.09,0.5942358746757481,459.8714257543415,0.0026851169839528454,0.35974258371444495
36,2.0,86.5,732.0,2.12,0.5901383172119978,457.1470477425639,0.002753375343865878,0.35587164110286557
37,2.0,86.5,731.0,2.13,0.5889515904521637,456.56966293181813,0.0027763443089989237,0.3552170944683811
38,2.0,88.5,729.0,2.16,0.5883985866219448,456.1975918081108,0.002788916554121599,0.3548534735522358
39,2.0,88.5,727.0,2.17,0.5873637965081178,455.87485826924234,0.0028117890328075595,0.35470549724260414
40,2.0,88.5,729.0,2.18,0.5858731188914227,454.61835059629163,0.002834767158046343,0.35256928038622565
41,2.0,83.0,732.0,2.12,0.5846661937449118,454.36181472341707,0.0028558022777082255,0.3521806519366215
42,2.0,86.5,731.0,2.17,0.5838570760665416,453.38962408431865,0.0028693010620079607,0.3505719573628707
43,2.0,80.5,731.0,2.12,0.5808272989858395,452.5869312306697,0.0029344174487584743,0.3498852987878817
44,2.0,88.5,732.0,2.21,0.5818279908978647,451.6148251303915,0.002904335413079623,0.3476088981620464
45,2.0,86.5,732.0,2.21,0.5788303049106789,450.09796769940715,0.0029639872429799564,0.3453306608792484
46,2.0,86.5,731.0,2.22,0.5777403781467206,449.5757261422162,0.0029879290113421684,0.3446262196571209
47,2.0,88.5,732.0,2.25,0.5770434372772785,448.6361004439174,0.0029985721381968387,0.34289069617350965
48,2.0,88.5,731.0,2.26,0.5759836908191535,448.1316150618339,0.003022395435858197,0.34219536817395335
49,2.0,86.5,731.0,2.25,0.57419740825074,447.3687505330529,0.0030604028519149113,0.3409991723865874
50,2.0,88.5,727.0,2.29,0.5729737798881229,446.8714309050973,0.003094499208159206,0.34059894016509873
51,2.0,86.5,723.0,2.3,0.5693754339586973,445.5828418507814,0.003183354371156514,0.33890930183290197
52,2.0,86.5,732.0,2.27,0.5717768803159248,445.70911316446086,0.0031092591918684977,0.3380645196435901
53,2.0,88.5,731.0,2.31,0.5702775933719049,444.5803061225771,0.0031430966224573215,0.3361849291169471
54,2.0,88.5,731.0,2.33,0.5680618897735668,443.20245922082256,0.003192116622966725,0.3337601722349477
