0,1,2
0.6106404616817492,469.5401541383316,0.00224769106918731
0.6330009029351061,484.640583456304,0.001992988540310258
0.5986114741763521,462.0860130892503,0.0024140131593039216
0.6199265837455192,477.25706125245716,0.0021456184331563595
0.5867841474386452,454.70336455185077,0.0025987543161628177
0.5396936944284397,427.35129912201285,0.0036407313133127945
0.6288428791623639,481.02576765268225,0.0020314803325154306
0.5499841140471071,432.15604279456653,0.0033566603551332596
0.5986134611816895,462.08690167842553,0.002414009915358113
0.5405105523738334,426.0947459169297,0.003611731145868258
0.6096712005512874,469.03890313807045,0.0022607598849654614
0.6199088186221915,477.1254807680898,0.0021460660057191073
0.5347837174188493,423.30741027777407,0.0037808199247028875
0.5394504743700316,425.577797962932,0.0036419280740940035
0.6438175263634685,490.3351046955558,0.0018787527567918191
0.6228700164711131,477.0468733721173,0.0020974452644361647
0.6217098206302761,476.44216669195106,0.0021113751609198573
0.6330030621170862,484.6415849737965,0.0019929852963644495
0.6096732428636509,469.03982649738214,0.0022607566410196528
0.6199109129830055,477.12644461135574,0.0021460627617732988
0.622704417717213,476.96053934575025,0.0020994221081370498
0.6268012303316537,479.9578278592577,0.002054945439905468
0.5322245590419223,422.0665253095337,0.003861201852862583
0.5524498233708305,433.3723921157403,0.003294990380396159
0.5280078876564357,420.02854455537965,0.004000694155674066
0.5405088558564162,426.0940372705822,0.0036117343898140666
0.6319245565748264,484.07576484861903,0.0020051384786098276
0.6221603648088042,477.18855297874984,0.002108312232124309
0.5394504743700317,425.577797962932,0.003641928074094002
0.550806588025416,432.56158006753344,0.0033358232789055765
0.6330009029351071,484.640583456304,0.0019929885403102564
0.5867822184348084,454.7025105532049,0.002598757560108626
0.5631269865228867,440.4411977153174,0.00304911567994244
0.6427634001237539,489.77870531703564,0.0018892907618288076
0.5866170988610667,455.05716172178137,0.0026032562444775866
0.5482436893942595,432.29083659574985,0.00340587323015891
0.6106404616817492,469.5401541383317,0.0022476910691873095
0.5354541042104324,423.632959356173,0.0037602704424741897
0.6236949701210367,477.47722811927065,0.002087631143855305
0.5639146959506601,441.2310513264378,0.003033309557774587
0.6119298269182931,470.2073966869009,0.002230537944947834
0.5758711843494566,447.90707459082677,0.002791326429653294
0.5755876546823516,447.6270220293315,0.0027964463063906327
0.5503905769206785,433.8605307871301,0.0033532945076538605
0.6149620238843845,474.14032930181287,0.002205820054918359
0.6099945085135168,469.2060653681692,0.0022563839236747736
0.644869593287917,490.8907252207184,0.0018683557284108442
0.6199265837455195,477.25706125245716,0.002145618433156359
0.5426166863061187,427.123600959497,0.0035529663473384807
0.5420908407328494,426.86657008571376,0.00356746048576049
0.5288281176578848,420.4243248378162,0.00397284341975105
0.5405088558564166,426.0940372705822,0.003611734389814066
0.5296463544936152,420.81945752134425,0.003945411491887027
0.5752576312618158,447.8741507810303,0.0028038876755088617
0.574489700955175,448.4785032720026,0.0028247777244880456
0.6099980321730631,469.20791780987906,0.0022563613600047653
0.5639930189324611,440.87324566762186,0.0030302126533415584
0.6041970073846613,465.57759709823875,0.0023344128506453937
0.5624070283693618,441.42875582685616,0.0030740889344544843
0.5997208821686535,463.3020378577439,0.0024010983972742937
0.5595393537331899,439.1834515672414,0.0031333366482317656
0.5542179740513211,435.882262991246,0.0032567920771947936
0.5982109935035046,462.1886227896114,0.0024214083461584074
0.5758730587568749,447.9078945194586,0.002791323185707486
0.5579605417552674,438.66714948762854,0.003173169149249051
0.5954697089783725,460.4757799851657,0.0024623247395307818
0.5647004627104644,440.965253290508,0.0030144654423657174
0.5794148328550034,450.11210527734966,0.002726264177110379
0.5547239850902083,436.6587085136448,0.003248630131423896
0.5999896403318951,462.94692991589073,0.0023939657516106744
0.5536632218119625,436.00077095320194,0.003274002996163876
0.578223983694304,449.37080820698736,0.002747853914929909
0.5662297459409309,443.3394121852356,0.002988694674685407
0.5617314291682611,440.54446790997633,0.0030846978641757947
0.5711779578597646,445.960196097601,0.0028854242643358116
0.5474807100143654,432.16925221885765,0.0034285418267615973
0.5650905834805776,442.63135963550326,0.0030125361747303098
0.6027812231336561,464.692153022229,0.0023541672192543147
0.5875454217398773,455.52934609195364,0.002587445884481085
0.5893295274748156,456.2907301614846,0.002557023816216343
0.5849992864482814,453.9416018793178,0.002629943587742247
0.5842840393607063,453.1449919213884,0.0026408712096273154
0.545486668729079,430.93465173779117,0.0034809315863543002
0.5792656111750001,451.9228599159212,0.002741118035620529
0.5742299155535596,448.7844362631167,0.0028340605379941937
0.5735331445341098,447.4255545086853,0.002839692496573184
0.5941182314772372,459.6316517131184,0.002482931184019042
0.5846661937449118,454.36181472341707,0.002638998015750033
0.5800422640787714,450.85271768382603,0.0027161249766811603
0.5677212445053594,443.8107876317848,0.0029547944120568233
0.5601646514234092,440.03573316016616,0.0031234098378367346
0.5912581001767263,458.4759143140122,0.0025311060636523924
0.5771447425002294,449.6740058321152,0.0027718673410063147
0.5672727657277801,442.90987260970434,0.002961277425377233
0.5901383172119978,457.1470477425639,0.002545343508692121
0.5708871014455587,446.235990797777,0.002894390656690424
0.6085266866570455,468.2867916591644,0.0022757293350956637
0.5720772965838901,446.97666843386065,0.0028710801477378352
0.5604851812197766,438.3501917609366,0.0031064270996551705
0.5968339020951372,461.3280640859285,0.00244181712691057
