,z0,da0,n0,f,E,T,Q,score
0,2.0,88.5,731.0,1.8,0.6429014512673391,490.0607359379921,0.0018892875178829994,0.5917330944401725
1,2.0,76.5,731.0,2.59,0.526059450793228,419.3435749533936,0.004072580415398052,0.40826690555982753
2,2.0,88.5,727.0,1.81,0.6416422586225453,490.04808809889755,0.0019067235253837833,0.38856000061620116
3,2.0,88.5,730.0,1.83,0.63767378133721,486.9608379571422,0.0019418853355238686,0.3859834788640681
4,2.0,88.5,732.0,1.82,0.6391730100290697,487.5190959048559,0.001924256131264073,0.385819528931925
5,2.0,88.5,731.0,1.84,0.6357898008724286,485.5824838973438,0.0019596111381631693,0.3848759026224178
6,2.0,88.5,732.0,1.85,0.6339262483284426,484.2197845363916,0.0019774335391819766,0.3837499368986409
7,2.0,88.5,729.0,1.87,0.6309153868170065,482.8926798859746,0.002013368136358107,0.3836009472179386
8,2.0,88.5,732.0,1.86,0.632214023115707,483.14366505778855,0.0019953525385802886,0.3830336153022292
9,2.0,88.5,731.0,1.88,0.6289734997270944,481.2947957733189,0.0020314803325154306,0.38199544581011113
10,2.0,88.5,732.0,1.89,0.6271834058807343,479.9836316682399,0.0020496891270522606,0.38080489525191097
11,2.0,88.5,732.0,1.9,0.6255409673969664,478.9524628779661,0.002067994519968596,0.3800354234323219
12,2.0,88.5,730.0,1.92,0.6225631177560317,477.44989499685164,0.002104895100939784,0.37934798927651425
13,2.0,88.5,732.0,1.91,0.623915300770344,477.93209166664815,0.002086396511264437,0.37925271909231867
14,2.0,88.5,731.0,1.93,0.6208408177238938,476.18511562551714,0.002123490288994637,0.3780955841163647
15,2.0,88.5,732.0,1.94,0.6191363707372843,474.93409377772406,0.002142182075428995,0.3768258184836165
16,2.0,88.5,732.0,1.95,0.6175752563235838,473.9552602789471,0.002160970460242859,0.37599086491504574
17,2.0,88.5,732.0,1.96,0.6160296717760809,472.9864148770964,0.0021798554434362288,0.375143091156651
18,2.0,88.5,732.0,1.97,0.614499383614454,472.0274054691733,0.0021988370250091045,0.3742826213771282
19,2.0,88.5,731.0,1.98,0.6131088192846159,471.33350013164477,0.0022179152049614857,0.37386950409574404
20,2.0,88.5,732.0,1.99,0.6114837858205945,470.1383015098472,0.0022370899832933723,0.3725241545832138
21,2.0,88.5,732.0,2.0,0.6099980321730631,469.20791780987906,0.0022563613600047653,0.3716264687457737
22,2.0,88.5,732.0,2.01,0.6085266866570455,468.2867916591644,0.0022757293350956637,0.3707167083514731
23,2.0,86.5,732.0,2.0,0.6067550926077987,467.53269233948157,0.002301031130874466,0.37024082895125815
24,2.0,86.5,732.0,2.01,0.605296571031582,466.61985790559004,0.002320846920418333,0.3692940285180428
25,2.0,86.5,731.0,2.02,0.6039734369413988,465.96415888352766,0.0023407615418302497,0.3688087461784832
26,2.0,88.5,730.0,2.05,0.6030234536789006,465.1861913098429,0.0023541672192543147,0.367910888728422
27,2.0,86.5,731.0,2.03,0.6025423142487584,465.0680426104806,0.0023607749951102147,0.3678404829967632
28,2.0,88.5,732.0,2.06,0.6013788312936089,463.81530549064644,0.002374018186242742,0.36599360424683985
29,2.0,88.5,730.0,2.07,0.6002297590947808,463.4361867703367,0.0023939657516106744,0.36597301318179265
30,2.0,88.5,730.0,2.08,0.5988525396549045,462.573804725628,0.0024140099153581135,0.36498789469697596
31,2.0,86.5,726.0,2.09,0.5948330372430363,461.08020397868955,0.002482931184019042,0.36424413009966183
32,2.0,88.5,731.0,2.09,0.5973688365592871,461.47706023356716,0.002434150677485057,0.3635096995946245
33,2.0,88.5,731.0,2.1,0.596017625006445,460.6322225280178,0.0024543880379915076,0.36250232617647543
34,2.0,88.5,730.0,2.12,0.5934702504476775,459.20563334346417,0.002495152554142925,0.3609454250782006
35,2.0,80.5,731.0,2.06,0.5886878883936935,457.4964384238449,0.002577707569234298,0.35960271665206606
36,2.0,88.5,732.0,2.13,0.5919214369751761,457.90790545392827,0.0025156797097878915,0.35893463962049377
37,2.0,88.5,732.0,2.14,0.5906195856262769,457.09553936076145,0.002536303463812365,0.3578881120946905
38,2.0,88.5,729.0,2.16,0.5883985866219448,456.1975918081108,0.002577840766999828,0.3572463171059547
39,2.0,86.5,728.0,2.15,0.5867287750902227,455.6679076779938,0.002608645320177641,0.3568929641599026
40,2.0,88.5,732.0,2.15,0.5893295274748156,456.2907301614846,0.002557023816216343,0.35683289510418753
41,2.0,88.5,729.0,2.17,0.5871301878576679,455.4043323975658,0.0025987543161628177,0.35617795049177187
42,2.0,88.5,729.0,2.18,0.5858731188914227,454.61835059629163,0.002619764463705314,0.3551015772743219
43,2.0,86.5,731.0,2.17,0.5838570760665416,453.38962408431865,0.002651340687174901,0.3532078904352671
44,2.0,88.5,730.0,2.2,0.5832778604933126,452.8367274571908,0.0026620745539288225,0.352428356592028
45,2.0,83.0,730.0,2.15,0.5810805862827054,452.44451455133094,0.0027049691807319305,0.3523628794410734
46,2.0,86.5,732.0,2.18,0.5824986418047441,452.3829905880146,0.0026728366184756054,0.35160146151765054
47,2.0,86.5,731.0,2.19,0.5813777767534649,451.84316683656203,0.002694431381644358,0.3509797504688246
48,2.0,88.5,731.0,2.21,0.5819408808517953,451.84361671327423,0.0026833744966098354,0.3508317019693385
49,2.0,86.5,731.0,2.2,0.5801545833812888,451.08048223937294,0.0027161249766811603,0.34985542003414244
50,2.0,86.5,730.0,2.21,0.5790545907607247,450.55205301480555,0.0027379174035860117,0.34922413947448855
51,2.0,88.5,726.0,2.25,0.5777183607681465,449.99368657946115,0.0027695402511289445,0.3488805935532132
52,2.0,83.0,731.0,2.19,0.5760411265378828,449.1428219063769,0.002794372726718328,0.34721153509150376
53,2.0,83.0,730.0,2.21,0.573753782256854,447.8723722335528,0.002839692496573184,0.345352745999449
54,2.0,86.5,731.0,2.24,0.5753681370639606,448.0978406896515,0.0028038876755088617,0.3452973431881943
55,2.0,86.5,731.0,2.25,0.57419740825074,447.3687505330529,0.00282607542988591,0.3441442851046121
