0,1,2,3
2.00000240215202,76.50711311759291,711.0096255543598,2.5800795393478313
2.0000097058480106,76.49223414266582,695.0060604739433,2.600002964388857
2.000002522605914,80.50871254105597,694.0007119299964,1.8000023012788708
2.00000997460437,76.4946327137383,706.0072700790186,2.3392101201994455
2.0000085019658482,76.50813049805892,706.007491054268,2.549907420156803
2.0000091526544415,76.49176288455648,706.0072659829549,2.030169428461446
2.0000069212917153,76.50722754877157,706.0072700790186,2.4503325089540264
2.000008041818683,76.49306464821603,706.0072700790186,2.299371207935676
2.000009261464023,80.50447488114644,687.009955219696,2.380877107058979
2.0000013020798932,76.50722583414482,707.0005605614688,1.9705301990627222
2.000009656600306,76.50853606310022,706.0072700790186,2.4996879804681003
2.0000098300561695,80.50872273092786,706.0072700790186,1.9408177242222069
2.0000019619256255,76.50692955595538,706.0072700790186,2.199403564021012
2.0000095444069466,76.50807438597052,706.0072700790186,2.109720245573349
2.00000997460437,76.49078476157894,706.0072700790186,2.240989132049054
2.0000069832027134,76.50634575905389,706.0072700790186,1.889142223823867
2.000008760407942,76.50810464384355,706.0072700790186,1.8198333283666264
2.000009900496083,80.4959545710698,706.0072700790186,1.9901907081527193
2.000009981429504,80.5067970707717,706.0072700790186,2.409211979355952
2.000008816968089,76.50741306029511,706.0072700790186,2.049191333015948
2.000009857847889,80.49192056356696,706.0072700790186,1.9099852969189524
2.0000006448935284,76.50888674679446,706.0072665331065,2.5696434554717356
2.000001156913513,80.49947125470658,707.0034734330696,2.0395800505390937
2.000000761278999,80.49517463733528,706.0071658958246,2.1203428751894777
2.0000019003256355,80.49517463733528,706.0023797034673,2.1990354076883953
2.0000090876203727,76.50702628292032,711.0096255543598,2.0899454002669087
2.000009997199314,76.49309463688869,694.0088936659582,2.1909427304991227
2.0000009233540212,76.49186205910438,706.0072700790186,2.160793756380468
2.000001478357485,76.507005776566,694.0026778539733,2.329503789622266
2.0000098413382177,80.50455109048615,695.994389084555,1.8396106252418987
2.0000097969145685,76.50530728701757,706.0072700790186,1.9798083150278263
